INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,YOJ_Missing,Income_Missing,HOME_Val_Missing,CAR_AGE_Missing,AGE_Missing
5542,0,0,0,53,0,11,83352.92512,No,NA,z_No,z_F,Masters,Lawyer,20.72717458,Private,20220,1,Pickup,no,4923,1,No,0,13,Highly Urban/ Urban,0,0,1,0,0
5544,0,0,2,39,2,13,109387.097,No,263197.7024,Yes,M,Bachelors,z_Blue Collar,19.97577457,Commercial,5330,6,Pickup,yes,0,0,No,0,6,z_Highly Rural/ Rural,0,0,0,0,0
5546,0,0,0,46,0,9,60352.49379,No,246779.2435,Yes,M,z_High School,Clerical,50.98211599,Private,12140,1,Pickup,yes,0,0,No,2,10,z_Highly Rural/ Rural,0,0,0,0,0
5547,0,0,0,45,0,10,79626.57451,No,252862.0283,Yes,M,Bachelors,Manager,30.65964199,Private,5900,1,Pickup,no,0,0,No,0,10,Highly Urban/ Urban,0,0,0,0,0
5548,0,0,0,33,0,12,40070.94023,No,NA,Yes,z_F,Bachelors,Clerical,22.99209896,Private,8810,1,Sports Car,no,0,0,No,1,10,Highly Urban/ Urban,0,0,1,0,0
5549,1,980,0,29,1,10,17983.5766,Yes,0,z_No,M,z_High School,Clerical,34.77466832,Private,13680,7,Minivan,yes,4814,3,No,5,1,Highly Urban/ Urban,0,0,0,0,0
5550,0,0,0,56,0,11,45762.317,No,NA,Yes,M,Bachelors,Manager,23.28556163,Commercial,19620,1,Van,yes,0,0,No,1,10,Highly Urban/ Urban,0,0,1,0,0
5551,1,3421,0,40,2,14,50401.26474,Yes,149909.507,z_No,z_F,z_High School,Clerical,5,Private,1500,6,z_SUV,no,0,0,No,3,7,Highly Urban/ Urban,0,0,0,0,0
5552,0,0,0,35,0,7,17975.39154,No,0,z_No,z_F,z_High School,Clerical,35.30964099,Private,12320,1,z_SUV,no,7652,1,No,4,6,Highly Urban/ Urban,0,0,0,0,0
5553,0,0,0,34,4,8,129681.5896,Yes,0,z_No,M,Masters,Professional,42.36437679,Private,17870,3,Minivan,yes,0,0,No,0,16,Highly Urban/ Urban,0,0,0,0,0
5554,0,0,0,39,0,11,15430.02905,No,134171.6648,z_No,z_F,<High School,Clerical,19.8526912,Private,6940,9,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural,0,0,0,0,0
5555,1,1639,1,41,2,13,111013.7386,Yes,298205.0414,z_No,z_F,Masters,Lawyer,34.59465157,Private,1500,6,z_SUV,no,20972,2,Yes,6,17,Highly Urban/ Urban,0,0,0,0,0
5556,0,0,0,59,0,9,84401.49675,No,291523.6218,Yes,z_F,PhD,Home Maker,39.32729985,Private,15910,1,z_SUV,no,0,0,No,0,15,z_Highly Rural/ Rural,0,0,0,0,0
5557,0,0,1,43,1,11,116360.3795,Yes,320874.1114,z_No,z_F,Masters,Lawyer,55.6752599,Private,5700,6,z_SUV,no,0,0,No,0,NA,Highly Urban/ Urban,0,0,0,1,0
5559,1,754.5171839,0,48,0,13,54028.21222,No,193941.1933,Yes,z_F,Bachelors,Home Maker,46.29455206,Private,6450,1,z_SUV,no,2755,2,No,0,7,Highly Urban/ Urban,0,0,0,0,0
5560,0,0,0,49,0,13,126819.7327,No,0,z_No,z_F,PhD,Doctor,30.89956676,Private,19080,1,Sports Car,no,6563,3,No,2,12,Highly Urban/ Urban,0,0,0,0,0
5561,0,0,0,54,0,12,61427.54999,No,248266.281,Yes,M,Bachelors,z_Blue Collar,5,Commercial,23450,1,Minivan,yes,0,0,No,0,8,z_Highly Rural/ Rural,0,0,0,0,0
5563,0,0,0,36,2,12,47060.18793,No,175051.5086,Yes,z_F,Bachelors,Clerical,32.37539513,Private,26170,10,Minivan,no,0,0,No,0,6,Highly Urban/ Urban,0,0,0,0,0
5564,0,0,2,43,2,4,67545.88741,Yes,0,z_No,z_F,Bachelors,Professional,9.472652749,Private,26880,6,Minivan,no,0,0,No,0,10,Highly Urban/ Urban,0,0,0,0,0
5565,1,1550,0,47,0,0,0,No,0,z_No,z_F,<High School,Student,25.63470779,Private,6200,6,Sports Car,no,0,0,No,4,1,Highly Urban/ Urban,0,0,0,0,0
5566,0,0,0,37,2,0,0,No,79300.58403,Yes,z_F,Bachelors,Home Maker,40.66949208,Private,1500,1,Sports Car,no,0,0,No,1,5,Highly Urban/ Urban,0,0,0,0,0
5567,1,6050,0,50,0,11,33575.4771,No,175923.4375,Yes,M,z_High School,z_Blue Collar,44.39333116,Commercial,12470,1,Minivan,no,3707,1,Yes,0,7,Highly Urban/ Urban,0,0,0,0,0
5568,0,0,0,52,0,0,0,No,105538.5498,z_No,z_F,Bachelors,Home Maker,70.49739651,Private,15070,1,z_SUV,no,0,0,No,0,12,z_Highly Rural/ Rural,0,0,0,0,0
5569,0,0,0,44,0,14,148064.7068,No,0,z_No,z_F,PhD,Doctor,31.68687053,Private,24600,1,Pickup,no,6276,2,No,2,13,Highly Urban/ Urban,0,0,0,0,0
5570,0,0,0,55,0,15,152566.9515,No,450664.4743,Yes,M,PhD,Doctor,40.49174542,Private,18290,3,Van,yes,0,0,No,0,18,Highly Urban/ Urban,0,0,0,0,0
5571,1,1213,0,52,0,11,38805.7958,No,202430.6749,Yes,M,z_High School,Clerical,68.64474506,Commercial,10580,1,Pickup,yes,1552,2,No,3,10,Highly Urban/ Urban,0,0,0,0,0
5572,1,6052,0,46,0,0,0,No,0,z_No,z_F,PhD,Home Maker,74.48496651,Private,7710,4,z_SUV,no,0,0,No,3,NA,Highly Urban/ Urban,0,0,0,1,0
5574,1,2851,0,21,1,0,0,Yes,0,z_No,z_F,z_High School,Student,14.00122946,Commercial,9560,4,Minivan,yes,7225,3,No,3,1,z_Highly Rural/ Rural,0,0,0,0,0
5575,0,0,0,59,0,12,74418.55288,No,263079.8986,z_No,M,Masters,Manager,9.851051892,Commercial,7400,9,Pickup,no,0,0,No,2,9,Highly Urban/ Urban,0,0,0,0,0
5576,0,0,0,34,3,0,0,Yes,0,z_No,z_F,z_High School,Student,21.64815439,Commercial,6790,1,z_SUV,no,6153,3,No,2,7,Highly Urban/ Urban,0,0,0,0,0
5577,0,0,0,43,0,13,48247.88162,No,188049.0322,Yes,M,Bachelors,z_Blue Collar,73.62457179,Commercial,10620,4,Pickup,no,0,0,No,0,6,z_Highly Rural/ Rural,0,0,0,0,0
5578,0,0,0,59,0,14,43377.56178,No,201956.8133,Yes,z_F,<High School,z_Blue Collar,31.06724267,Private,1500,6,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5579,0,0,0,24,2,0,NA,Yes,79821.15986,z_No,M,Bachelors,Student,44.72740967,Commercial,14420,10,Minivan,yes,8072,1,No,4,9,Highly Urban/ Urban,0,1,0,0,0
5580,0,0,0,42,0,NA,107562.3415,No,281385.5019,Yes,z_F,Bachelors,Manager,36.26692832,Private,21600,8,z_SUV,no,0,0,No,1,15,Highly Urban/ Urban,1,0,0,0,0
5582,1,2389,0,53,0,13,40382.85331,No,203659.0683,z_No,M,Masters,Lawyer,26.52025887,Private,10490,1,Pickup,no,8424,1,No,5,11,Highly Urban/ Urban,0,0,0,0,0
5584,0,0,0,43,0,14,170381.2921,No,0,z_No,z_F,Masters,Lawyer,31.94425503,Private,19190,10,Sports Car,no,7316,1,No,4,21,Highly Urban/ Urban,0,0,0,0,0
5585,0,0,0,52,0,10,91209.48453,No,0,z_No,z_F,Masters,Professional,25.83329044,Private,15820,4,z_SUV,no,0,0,No,1,13,z_Highly Rural/ Rural,0,0,0,0,0
5586,1,2982,1,45,2,NA,38563.39506,Yes,0,z_No,z_F,Masters,Lawyer,6.080482324,Private,9860,1,Sports Car,no,0,0,Yes,0,11,Highly Urban/ Urban,1,0,0,0,0
5588,0,0,0,52,0,12,143072.7875,No,404124.3991,Yes,z_F,Bachelors,Professional,29.25160045,Private,22190,9,Minivan,no,589,2,No,2,10,Highly Urban/ Urban,0,0,0,0,0
5590,0,0,0,51,1,14,45173.66044,No,212235.0239,Yes,z_F,Bachelors,z_Blue Collar,26.25527651,Commercial,33850,10,z_SUV,no,0,0,No,3,7,Highly Urban/ Urban,0,0,0,0,0
5592,0,0,0,28,3,15,NA,No,214775.1527,Yes,M,<High School,Clerical,50.49829862,Commercial,33320,6,Panel Truck,no,0,0,No,0,3,z_Highly Rural/ Rural,0,1,0,0,0
5593,1,3930,0,45,2,12,28452.66172,No,126661.7373,Yes,M,z_High School,Clerical,29.99333319,Private,13730,11,Minivan,yes,1150,2,No,5,1,Highly Urban/ Urban,0,0,0,0,0
5594,1,5013,0,42,0,7,155570.0701,No,0,z_No,z_F,PhD,Doctor,39.30785171,Private,16390,6,z_SUV,no,4601,3,No,0,13,Highly Urban/ Urban,0,0,0,0,0
5595,0,0,2,45,3,14,60768.84718,No,218781.6116,Yes,M,Bachelors,Manager,27.75950797,Private,8310,11,Minivan,no,0,0,No,3,10,Highly Urban/ Urban,0,0,0,0,0
5597,1,7513,1,41,1,12,60287.77163,No,245089.308,Yes,M,Bachelors,Professional,56.21853818,Commercial,28730,4,Panel Truck,yes,0,0,No,6,NA,Highly Urban/ Urban,0,0,0,1,0
5598,1,6519,0,31,1,13,106613.8027,No,316308.6738,Yes,z_F,z_High School,z_Blue Collar,21.05489262,Commercial,15260,7,Minivan,no,5318,3,Yes,2,1,Highly Urban/ Urban,0,0,0,0,0
5599,0,0,0,53,0,10,145737.1067,No,387144.3196,Yes,M,PhD,Doctor,19.81990567,Private,21370,6,Minivan,yes,0,0,No,2,11,Highly Urban/ Urban,0,0,0,0,0
5600,1,6835,0,55,0,10,40683.22729,No,163194.292,Yes,z_F,z_High School,z_Blue Collar,31.56383603,Commercial,5570,13,Sports Car,no,0,0,No,3,9,Highly Urban/ Urban,0,0,0,0,0
5601,0,0,0,51,0,16,17398.40204,No,165640.5434,Yes,M,Bachelors,Professional,28.23700185,Private,23720,7,Minivan,no,0,0,No,0,14,Highly Urban/ Urban,0,0,0,0,0
5602,1,1961.903068,1,42,1,NA,46435.64755,No,175018.6603,Yes,z_F,Bachelors,Professional,37.34615031,Commercial,25140,4,Pickup,no,5795,3,No,3,14,Highly Urban/ Urban,1,0,0,0,0
5603,0,0,0,55,0,11,241407.6316,No,0,z_No,z_F,PhD,Doctor,41.37150146,Private,24680,1,z_SUV,no,0,0,No,0,17,Highly Urban/ Urban,0,0,0,0,0
5604,0,0,1,43,2,10,180151.5625,Yes,0,z_No,z_F,PhD,Manager,53.36976965,Private,23820,10,Minivan,no,0,0,No,1,16,Highly Urban/ Urban,0,0,0,0,0
5605,1,980,0,42,1,10,104560.038,Yes,319399.5016,z_No,z_F,Bachelors,Manager,13.30699247,Private,17500,4,z_SUV,no,0,0,No,1,NA,Highly Urban/ Urban,0,0,0,1,0
5607,0,0,0,28,2,8,28471.60713,Yes,0,z_No,M,z_High School,z_Blue Collar,59.45477044,Commercial,15920,3,Minivan,yes,0,0,No,2,9,z_Highly Rural/ Rural,0,0,0,0,0
5609,0,0,0,40,0,13,53240.79494,No,205450.8713,Yes,z_F,Masters,Lawyer,48.39627765,Private,15390,3,z_SUV,no,0,0,No,0,12,Highly Urban/ Urban,0,0,0,0,0
5610,1,5863,0,51,1,14,23766.03389,No,173700.9051,Yes,M,<High School,Clerical,42.75674539,Commercial,8980,7,Pickup,yes,0,0,No,0,6,Highly Urban/ Urban,0,0,0,0,0
5613,1,2797,0,63,0,11,46813.86558,No,NA,z_No,z_F,Bachelors,z_Blue Collar,29.19364044,Commercial,24660,1,Sports Car,no,43501,1,Yes,2,NA,Highly Urban/ Urban,0,0,1,1,0
5615,0,0,0,40,0,10,94833.00673,No,0,z_No,M,z_High School,z_Blue Collar,58.17993192,Private,14980,6,Minivan,yes,0,0,No,2,NA,z_Highly Rural/ Rural,0,0,0,1,0
5616,0,0,0,46,0,11,132292.382,No,386835.3517,Yes,z_F,Bachelors,Manager,42.88712745,Private,31010,10,Pickup,no,0,0,No,3,1,Highly Urban/ Urban,0,0,0,0,0
5617,1,1494,0,28,3,14,NA,No,201709.2006,Yes,M,Bachelors,Manager,55.94899141,Private,4300,1,Minivan,yes,10658,2,No,3,5,Highly Urban/ Urban,0,1,0,0,0
5618,0,0,0,46,0,14,51247.28232,No,197593.1801,Yes,M,z_High School,z_Blue Collar,49.36087926,Commercial,25480,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5619,0,0,0,65,0,9,61058.7116,No,229923.674,Yes,M,Masters,Lawyer,32.26374174,Private,14110,4,z_SUV,yes,3628,2,No,3,18,Highly Urban/ Urban,0,0,0,0,0
5621,0,0,0,51,0,12,183316.4317,No,0,z_No,M,Masters, ,29.46256688,Commercial,27980,4,Panel Truck,yes,0,0,No,0,17,z_Highly Rural/ Rural,0,0,0,0,0
5622,0,0,0,42,0,10,61418.61219,No,196524.8249,Yes,M,<High School,z_Blue Collar,6.079386175,Private,9330,1,Pickup,no,0,0,No,1,4,Highly Urban/ Urban,0,0,0,0,0
5625,0,0,0,51,0,15,7601.443249,No,99968.18897,Yes,z_F,z_High School,Home Maker,36.73171768,Private,27680,1,Minivan,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5627,0,0,0,43,0,11,94757.86121,No,236020.1923,z_No,M,Masters,Professional,45.8330808,Private,15280,10,Minivan,yes,0,0,No,0,20,z_Highly Rural/ Rural,0,0,0,0,0
5628,0,0,0,47,0,11,40429.95651,No,0,z_No,z_F,Masters,Manager,20.25711061,Private,20550,4,z_SUV,no,10848,2,No,4,16,Highly Urban/ Urban,0,0,0,0,0
5629,0,0,0,47,0,14,NA,No,329501.7293,Yes,M,Masters,Lawyer,32.05753125,Private,11920,6,Minivan,yes,0,0,No,2,1,Highly Urban/ Urban,0,1,0,0,0
5630,0,0,0,50,0,15,25103.63821,No,110907.0845,Yes,z_F,<High School,z_Blue Collar,21.29201799,Private,17340,17,Sports Car,no,0,0,No,1,1,Highly Urban/ Urban,0,0,0,0,0
5631,0,0,0,55,0,14,58958.95277,No,201607.0937,Yes,z_F,Masters,Lawyer,8.22403252,Private,7000,3,z_SUV,no,0,0,No,3,17,Highly Urban/ Urban,0,0,0,0,0
5632,0,0,0,59,2,8,81111.09807,No,265068.4645,Yes,M,Masters,Lawyer,38.92456277,Private,25350,6,Minivan,no,0,0,No,2,NA,Highly Urban/ Urban,0,0,0,1,0
5634,0,0,0,45,0,8,76910.28795,No,230940.7553,Yes,M,z_High School,z_Blue Collar,52.43066099,Commercial,34200,7,Minivan,yes,0,0,No,0,6,Highly Urban/ Urban,0,0,0,0,0
5636,0,0,0,44,4,16,58068.64189,No,NA,Yes,M,<High School,z_Blue Collar,14.05622451,Private,7310,1,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban,0,0,1,0,0
5637,0,0,0,32,2,12,27388.12298,Yes,0,z_No,z_F,z_High School,Student,29.57152994,Commercial,7440,1,z_SUV,no,0,0,No,0,4,Highly Urban/ Urban,0,0,0,0,0
5638,0,0,0,67,0,15,53713.65547,No,209431.7511,z_No,M,Bachelors,z_Blue Collar,26.59114549,Private,21810,1,z_SUV,no,2049,1,No,0,13,z_Highly Rural/ Rural,0,0,0,0,0
5639,0,0,0,52,0,10,100501.067,No,0,z_No,M,Bachelors,z_Blue Collar,36.42952397,Commercial,16750,1,Van,yes,0,0,No,0,10,z_Highly Rural/ Rural,0,0,0,0,0
5641,1,5162,0,39,1,NA,18361.98223,Yes,0,z_No,M,<High School,z_Blue Collar,33.55268981,Commercial,26550,7,Panel Truck,no,8673,3,No,4,1,Highly Urban/ Urban,1,0,0,0,0
5642,0,0,0,47,0,13,153801.7989,No,405256.6891,Yes,M,Masters,Lawyer,41.66864866,Private,21580,6,Van,yes,0,0,No,0,14,Highly Urban/ Urban,0,0,0,0,0
5645,1,4904,0,57,0,15,44108.44547,No,0,z_No,z_F,z_High School,Student,13.74951853,Private,18530,10,z_SUV,no,2056,2,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5646,0,0,0,38,0,9,141365.2007,No,365296.7453,z_No,M,Bachelors,Professional,42.98375345,Commercial,31140,6,Panel Truck,yes,10976,2,No,0,10,Highly Urban/ Urban,0,0,0,0,0
5647,1,5543,0,39,1,0,0,Yes,NA,z_No,z_F,<High School,Student,17.56875861,Commercial,5200,14,z_SUV,no,13647,2,No,7,1,Highly Urban/ Urban,0,0,1,0,0
5648,0,0,0,42,2,13,31988.03504,Yes,0,z_No,z_F,z_High School,Clerical,59.05653087,Private,1500,10,z_SUV,no,0,0,Yes,1,1,z_Highly Rural/ Rural,0,0,0,0,0
5649,0,0,0,54,0,13,106880.4046,No,287545.1143,Yes,z_F,Bachelors,Manager,27.14243515,Private,32880,1,Pickup,no,0,0,No,0,10,Highly Urban/ Urban,0,0,0,0,0
5650,0,0,0,44,1,15,88326.73112,No,321329.0094,Yes,z_F,Bachelors,Manager,21.75722645,Private,22060,7,z_SUV,no,0,0,Yes,0,11,Highly Urban/ Urban,0,0,0,0,0
5651,0,0,2,41,4,8,6351.799764,No,0,Yes,M,<High School,Student,52.91557778,Private,12930,13,Minivan,no,5513,2,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5652,0,0,0,56,0,10,55722.26938,No,243284.8297,Yes,M,z_High School,z_Blue Collar,20.79481549,Commercial,23130,4,Panel Truck,no,0,0,No,0,1,z_Highly Rural/ Rural,0,0,0,0,0
5654,1,2901,0,46,0,13,147090.9887,No,0,z_No,z_F,PhD, ,56.74128332,Commercial,30690,4,Pickup,no,35095,3,Yes,0,19,Highly Urban/ Urban,0,0,0,0,0
5655,0,0,0,52,0,9,65529.29448,No,NA,z_No,M,Bachelors,Manager,10.44457432,Private,20310,1,Minivan,yes,0,0,No,0,9,Highly Urban/ Urban,0,0,1,0,0
5656,0,0,0,46,0,NA,26390.94917,No,0,z_No,z_F,z_High School,z_Blue Collar,15.41420187,Commercial,6100,16,z_SUV,no,0,0,No,1,7,z_Highly Rural/ Rural,1,0,0,0,0
5657,0,0,2,37,2,9,20050.37113,No,89548.26619,Yes,M,<High School,z_Blue Collar,34.96347425,Commercial,7210,10,Pickup,no,0,0,No,3,NA,z_Highly Rural/ Rural,0,0,0,1,0
5658,0,0,0,33,1,12,23513.56284,No,105035.8109,Yes,z_F,z_High School,Clerical,27.1151208,Private,7560,13,Sports Car,no,0,0,No,0,7,z_Highly Rural/ Rural,0,0,0,0,0
5659,0,0,0,49,0,7,109182.7725,No,329559.7776,Yes,M,Masters,Lawyer,67.16020443,Private,19590,10,Minivan,yes,0,0,No,2,9,Highly Urban/ Urban,0,0,0,0,0
5660,0,0,0,49,0,8,54868.87779,No,0,z_No,M,Masters, ,31.01197567,Commercial,11890,1,Pickup,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5661,0,0,0,30,1,12,89215.97748,No,238190.5695,Yes,M,Bachelors,Professional,65.71812786,Commercial,10420,1,Pickup,yes,0,0,No,0,2,Highly Urban/ Urban,0,0,0,0,0
5662,0,0,0,48,0,12,46838.52329,No,0,z_No,M,z_High School,Clerical,50.64756967,Commercial,18670,6,Van,yes,0,0,No,0,1,z_Highly Rural/ Rural,0,0,0,0,0
5665,0,0,1,38,2,11,67346.99568,No,240435.9173,Yes,z_F,Bachelors,z_Blue Collar,79.25546316,Commercial,30180,10,z_SUV,no,0,0,No,3,9,z_Highly Rural/ Rural,0,0,0,0,0
5666,1,16208.13796,0,60,0,NA,0,No,0,z_No,z_F,Masters,Home Maker,45.50978614,Private,8960,3,z_SUV,no,0,0,Yes,2,10,Highly Urban/ Urban,1,0,0,0,0
5668,1,4435,0,61,0,14,76875.24925,No,0,z_No,z_F,Masters,Lawyer,38.71417803,Private,17740,10,Sports Car,no,6587,3,No,8,1,Highly Urban/ Urban,0,0,0,0,0
5669,1,5812,1,45,2,10,108150.9804,Yes,0,z_No,z_F,Bachelors,Manager,49.85399939,Private,12320,11,Minivan,no,4746,2,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5670,1,3561,0,51,1,18,30531.43615,No,122735.5134,Yes,z_F,z_High School,z_Blue Collar,48.06027468,Commercial,15470,1,z_SUV,no,4874,3,No,5,1,Highly Urban/ Urban,0,0,0,0,0
5672,0,0,0,33,3,8,52705.15979,No,160952.6609,Yes,z_F,z_High School,z_Blue Collar,11.44745551,Commercial,22640,3,Sports Car,no,6153,1,No,5,1,z_Highly Rural/ Rural,0,0,0,0,0
5674,0,0,0,47,0,13,59698.56071,No,192289.6248,Yes,z_F,Bachelors,z_Blue Collar,29.44800365,Commercial,22690,4,Sports Car,no,0,0,No,1,11,Highly Urban/ Urban,0,0,0,0,0
5675,1,7028,0,47,0,5,48057.93585,No,148045.646,Yes,M,Masters,Lawyer,56.03004148,Private,19030,6,Van,no,0,0,No,0,18,Highly Urban/ Urban,0,0,0,0,0
5677,0,0,0,38,0,7,138952.9863,No,0,z_No,z_F,PhD,Professional,23.65246464,Private,19200,9,z_SUV,no,0,0,No,1,16,z_Highly Rural/ Rural,0,0,0,0,0
5679,0,0,0,52,0,14,33255.44561,No,185459.8949,Yes,M,z_High School,Professional,33.17816475,Private,11180,4,Pickup,no,0,0,No,3,1,z_Highly Rural/ Rural,0,0,0,0,0
5680,0,0,2,45,3,7,65750.29368,No,241790.6934,Yes,z_F,Masters,Lawyer,5,Private,14980,9,z_SUV,no,20038,2,Yes,4,10,Highly Urban/ Urban,0,0,0,0,0
5681,0,0,0,52,0,14,58454.32546,No,184206.2193,Yes,M,PhD,Doctor,26.22779281,Private,28900,10,Minivan,no,0,0,No,0,17,Highly Urban/ Urban,0,0,0,0,0
5682,1,4155,0,47,0,10,116766.5082,No,275218.2468,Yes,z_F,Bachelors,Manager,67.26745118,Private,34610,1,Minivan,no,0,0,No,1,8,Highly Urban/ Urban,0,0,0,0,0
5683,0,0,0,32,2,10,47949.62917,No,187841.4918,Yes,z_F,z_High School,z_Blue Collar,46.56808735,Private,9490,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5684,0,0,0,53,0,6,117644.4256,No,330217.0957,Yes,z_F,z_High School,Professional,41.33979704,Private,23920,10,Minivan,no,0,0,No,2,11,Highly Urban/ Urban,0,0,0,0,0
5685,0,0,0,51,0,17,118301.3344,No,285596.8774,Yes,z_F,Masters,Manager,35.81325061,Private,20650,1,z_SUV,no,6272,2,No,0,15,Highly Urban/ Urban,0,0,0,0,0
5686,0,0,0,54,0,13,92513.16726,No,0,z_No,M,Bachelors,Manager,13.1702212,Private,22150,3,Minivan,no,0,0,No,0,10,Highly Urban/ Urban,0,0,0,0,0
5687,1,744,0,35,2,11,55636.5791,Yes,0,z_No,z_F,z_High School,z_Blue Collar,38.03212919,Commercial,22780,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5688,0,0,0,57,0,12,157190.764,No,404985.6792,Yes,z_F,z_High School,z_Blue Collar,19.46366957,Commercial,22920,6,Minivan,no,0,0,No,1,1,Highly Urban/ Urban,0,0,0,0,0
5689,0,0,0,48,0,16,203751.4377,No,504143.9552,Yes,z_F,PhD,Doctor,29.71987684,Private,26680,6,Minivan,no,0,0,No,0,13,Highly Urban/ Urban,0,0,0,0,0
5690,1,5548,0,51,0,12,67452.1457,No,0,z_No,z_F,z_High School,z_Blue Collar,57.6595726,Commercial,21600,3,Sports Car,no,4075,3,No,4,5,Highly Urban/ Urban,0,0,0,0,0
5691,0,0,0,59,0,17,NA,No,176810.5179,Yes,M,<High School,Clerical,20.8621071,Private,14110,1,Minivan,yes,7245,2,No,1,6,Highly Urban/ Urban,0,1,0,0,0
5692,0,0,0,44,1,11,1768.555335,Yes,0,z_No,z_F,z_High School,Home Maker,47.61664719,Private,6080,4,z_SUV,no,11006,2,No,1,8,Highly Urban/ Urban,0,0,0,0,0
5693,0,0,0,47,0,14,80197.64216,No,262211.5584,z_No,M,Bachelors,z_Blue Collar,31.25660754,Commercial,14220,1,Minivan,yes,0,0,No,0,9,Highly Urban/ Urban,0,0,0,0,0
5694,0,0,0,35,0,11,77338.78593,No,0,z_No,z_F,z_High School,z_Blue Collar,29.65014756,Commercial,9230,6,Sports Car,no,5347,2,No,3,11,Highly Urban/ Urban,0,0,0,0,0
5695,0,0,0,47,0,NA,48517.15924,No,220943.0678,Yes,z_F,<High School,Clerical,33.04825109,Private,16460,4,Sports Car,no,5976,1,No,4,1,Highly Urban/ Urban,1,0,0,0,0
5696,0,0,0,33,1,12,40989.96949,No,151285.6318,Yes,z_F,z_High School,z_Blue Collar,33.28805466,Commercial,20280,3,Minivan,no,26914,2,Yes,0,1,Highly Urban/ Urban,0,0,0,0,0
5697,0,0,1,41,2,13,38129.4196,No,158485.2355,Yes,z_F,<High School,Clerical,17.59071178,Private,28190,6,z_SUV,no,6789,1,No,5,1,Highly Urban/ Urban,0,0,0,0,0
5699,1,5568,0,52,0,10,NA,No,0,z_No,M,Bachelors,z_Blue Collar,44.60497539,Commercial,20750,10,Van,yes,0,0,Yes,1,5,Highly Urban/ Urban,0,1,0,0,0
5701,0,0,0,38,2,14,54064.27766,No,201418.1798,Yes,z_F,Bachelors,Professional,6.771666938,Private,12220,7,Sports Car,no,0,0,No,2,7,Highly Urban/ Urban,0,0,0,0,0
5702,0,0,0,42,2,13,15839.8742,Yes,87971.72342,z_No,M,z_High School,Clerical,65.49626879,Commercial,17830,13,Van,no,0,0,No,1,8,z_Highly Rural/ Rural,0,0,0,0,0
5703,0,0,0,48,0,10,43282.55001,No,135271.056,Yes,z_F,Bachelors,Clerical,42.02283125,Private,10630,10,z_SUV,no,0,0,No,1,11,z_Highly Rural/ Rural,0,0,0,0,0
5704,0,0,0,34,1,7,45084.5908,Yes,157612.1273,z_No,z_F,z_High School,Clerical,61.05010001,Private,28300,10,Minivan,no,8990,5,No,1,9,Highly Urban/ Urban,0,0,0,0,0
5707,0,0,0,42,0,10,20881.71488,No,0,z_No,z_F,<High School,Clerical,16.54146497,Private,17140,10,z_SUV,no,3785,2,No,0,1,Highly Urban/ Urban,0,0,0,0,0
5708,1,1781,2,58,3,10,125791.3941,No,371188.2637,Yes,z_F,Masters,Lawyer,45.33978548,Private,14680,9,z_SUV,no,8386,2,No,1,18,Highly Urban/ Urban,0,0,0,0,0
5709,0,0,0,50,0,6,71511.20095,No,240377.9006,Yes,M,Masters, ,5,Commercial,24770,10,Panel Truck,yes,0,0,No,0,23,Highly Urban/ Urban,0,0,0,0,0
5710,0,0,0,30,2,11,71995.64599,No,220870.4355,Yes,z_F,Masters,Professional,21.10084607,Private,11700,14,z_SUV,no,0,0,No,0,16,Highly Urban/ Urban,0,0,0,0,0
5713,0,0,0,32,1,9,NA,Yes,143531.1502,z_No,z_F,Bachelors,z_Blue Collar,40.94359438,Commercial,8370,4,Minivan,no,0,0,No,0,13,Highly Urban/ Urban,0,1,0,0,0
5714,1,3556,0,45,2,13,14604.33944,Yes,114675.8753,z_No,z_F,<High School,Clerical,52.49069566,Private,7460,16,z_SUV,no,9543,3,No,9,1,Highly Urban/ Urban,0,0,0,0,0
5715,0,0,1,44,3,0,0,No,0,Yes,z_F,Bachelors,Student,30.90877461,Private,5900,10,Sports Car,no,1097,2,No,0,11,Highly Urban/ Urban,0,0,0,0,0
5717,0,0,0,41,0,7,60771.91679,No,204763.8642,Yes,M,Bachelors,Manager,44.5227396,Private,22510,10,Minivan,no,0,0,No,2,10,Highly Urban/ Urban,0,0,0,0,0
