"","y","AGE","INCOME","TRAVTIME","BLUEBOOK","OLDCLAIM","CLM_FREQ","MVR_PTS"
"4319",0,38,50014.58629,25.00576195,14410,0,0,3
"4320",0,34,16838.64447,36.66852739,7340,0,0,1
"4322",0,52,74175.04696,23.93038497,14120,2484,1,3
"4324",1,56,36634.90343,16.07238827,5160,24822,3,4
"4325",0,50,98172.1298,5,16320,0,0,3
"4326",0,50,NA,13.83993086,16740,0,0,0
"4327",0,51,51627.67246,34.27572081,6940,0,0,0
"4328",0,47,87236.3602,62.18806985,9820,0,0,3
"4329",0,35,66662.48114,73.01038225,11670,0,0,3
"4331",0,39,79960.81107,41.27953323,13400,3207,4,3
"4332",0,36,32665.90623,48.19016713,2690,0,0,1
"4334",1,43,0,47.44168155,11190,0,0,0
"4335",0,41,NA,5,30640,0,0,0
"4339",0,53,79081.62943,26.99414934,14850,10293,4,3
"4340",0,47,NA,44.08727127,11350,0,0,0
"4341",0,60,69211.49097,27.57179087,26690,0,0,0
"4342",0,46,94197.85247,41.9852177,26190,0,0,0
"4343",0,42,122744.4821,24.27215404,13770,0,0,0
"4346",1,42,98514.96441,21.50593905,15990,4208,1,4
"4347",0,47,58081.16975,41.64305992,12010,0,0,4
"4350",0,41,48021.85187,39.68464754,11050,0,0,0
"4351",0,40,51583.47165,51.17614435,29330,3755,2,0
"4352",0,46,52543.05905,32.62068103,18450,5393,1,0
"4353",1,36,131089.8595,29.02050517,32430,6514,4,9
"4355",0,40,46224.12068,42.65336079,5500,0,0,0
"4356",0,52,58780.04616,44.60497539,12580,1971,3,0
"4357",1,44,42407.9614,43.14592049,6400,0,0,1
"4359",0,31,0,23.27092051,14140,0,0,0
"4360",0,57,8253.941985,79.3483028,1500,28137,3,3
"4362",1,51,94160.18289,31.30054016,6600,8136,2,0
"4363",1,29,0,40.02660145,9370,0,0,0
"4364",0,49,65883.82546,29.55563496,10240,2144,3,3
"4365",0,42,74222.53778,5,13120,35061,2,2
"4366",0,37,91612.94088,57.18963805,14360,0,0,0
"4367",0,52,4856.651926,41.92091444,7190,0,0,0
"4368",1,50,61138.25553,16.35283281,36330,0,0,1
"4369",1,34,39752.32701,40.46625326,21510,6025,3,2
"4370",0,53,53261.2205,19.14481619,1500,0,0,0
"4372",0,46,99739.04369,53.31743554,24220,4707,2,0
"4373",0,39,0,37.62841399,9400,5436,2,0
"4374",0,50,43609.76102,57.16331283,14730,0,0,2
"4375",1,46,77945.78483,33.90388871,17840,4002,1,1
"4376",0,56,229723.9692,61.09908747,42580,0,0,2
"4379",1,40,159888.6915,10.34334502,24870,7343,4,3
"4380",1,35,55577.53643,46.99658374,22230,0,0,4
"4381",0,38,10520.95594,47.22147527,24580,0,0,1
"4382",0,36,10704.91709,23.52275363,6330,0,0,1
"4383",1,37,55076.24294,22.57738139,16400,0,0,1
"4385",1,46,83790.13329,52.64345156,16450,5105,3,3
"4387",0,34,105952.9271,38.23662707,31310,3622,1,6
"4388",0,48,58437.84561,16.36051631,25670,3963,2,3
"4389",0,57,82197.61781,31.20483078,19000,0,0,0
"4390",0,43,0,29.87078724,5800,35965,2,5
"4392",0,47,0,5,6200,5479,1,0
"4393",0,59,1249.026046,10.70078807,7520,0,0,0
"4394",0,46,47654.51062,18.0862959,13210,0,0,1
"4395",0,47,0,27.81630425,5710,4036,1,4
"4396",0,39,102902.7717,9.381962406,7640,3873,3,1
"4397",0,59,55165.27962,34.2400452,14050,0,0,0
"4398",1,42,61365.12134,35.61264125,14830,0,0,0
"4399",0,53,83352.92512,20.72717458,20220,4923,1,0
"4400",0,39,109387.097,19.97577457,5330,0,0,0
"4402",0,45,79626.57451,30.65964199,5900,0,0,0
"4403",0,33,40070.94023,22.99209896,8810,0,0,1
"4404",1,29,17983.5766,34.77466832,13680,4814,3,5
"4405",0,56,45762.317,23.28556163,19620,0,0,1
"4407",0,35,17975.39154,35.30964099,12320,7652,1,4
"4409",0,39,15430.02905,19.8526912,6940,0,0,0
"4410",1,41,111013.7386,34.59465157,1500,20972,2,6
"4411",0,59,84401.49675,39.32729985,15910,0,0,0
"4412",0,43,116360.3795,55.6752599,5700,0,0,0
"4414",0,49,126819.7327,30.89956676,19080,6563,3,2
"4415",0,54,61427.54999,5,23450,0,0,0
"4416",0,36,47060.18793,32.37539513,26170,0,0,0
"4418",1,47,0,25.63470779,6200,0,0,4
"4419",0,37,0,40.66949208,1500,0,0,1
"4420",1,50,33575.4771,44.39333116,12470,3707,1,0
"4421",0,52,0,70.49739651,15070,0,0,0
"4422",0,44,148064.7068,31.68687053,24600,6276,2,2
"4423",0,55,152566.9515,40.49174542,18290,0,0,0
"4425",1,46,0,74.48496651,7710,0,0,3
"4426",1,21,0,14.00122946,9560,7225,3,3
"4428",0,34,0,21.64815439,6790,6153,3,2
"4429",0,43,48247.88162,73.62457179,10620,0,0,0
"4430",0,59,43377.56178,31.06724267,1500,0,0,0
"4431",0,24,NA,44.72740967,14420,8072,1,4
"4432",0,42,107562.3415,36.26692832,21600,0,0,1
"4434",0,43,170381.2921,31.94425503,19190,7316,1,4
"4435",0,52,91209.48453,25.83329044,15820,0,0,1
"4436",1,45,38563.39506,6.080482324,9860,0,0,0
"4437",0,52,143072.7875,29.25160045,22190,589,2,2
"4438",0,51,45173.66044,26.25527651,33850,0,0,3
"4442",0,45,60768.84718,27.75950797,8310,0,0,3
"4443",1,41,60287.77163,56.21853818,28730,0,0,6
"4444",1,31,106613.8027,21.05489262,15260,5318,3,2
"4445",0,53,145737.1067,19.81990567,21370,0,0,2
"4446",1,55,40683.22729,31.56383603,5570,0,0,3
"4447",0,51,17398.40204,28.23700185,23720,0,0,0
"4450",0,43,180151.5625,53.36976965,23820,0,0,1
"4451",1,42,104560.038,13.30699247,17500,0,0,1
"4452",0,28,28471.60713,59.45477044,15920,0,0,2
"4453",0,40,53240.79494,48.39627765,15390,0,0,0
"4454",1,51,23766.03389,42.75674539,8980,0,0,0
"4455",1,63,46813.86558,29.19364044,24660,43501,1,2
"4456",0,40,94833.00673,58.17993192,14980,0,0,2
"4457",0,46,132292.382,42.88712745,31010,0,0,3
"4459",0,46,51247.28232,49.36087926,25480,0,0,0
"4461",0,51,183316.4317,29.46256688,27980,0,0,0
"4463",0,51,7601.443249,36.73171768,27680,0,0,0
"4464",0,43,94757.86121,45.8330808,15280,0,0,0
"4466",0,47,NA,32.05753125,11920,0,0,2
"4467",0,50,25103.63821,21.29201799,17340,0,0,1
"4468",0,55,58958.95277,8.22403252,7000,0,0,3
"4469",0,59,81111.09807,38.92456277,25350,0,0,2
"4470",0,45,76910.28795,52.43066099,34200,0,0,0
"4471",0,44,58068.64189,14.05622451,7310,0,0,0
"4472",0,32,27388.12298,29.57152994,7440,0,0,0
"4473",0,67,53713.65547,26.59114549,21810,2049,1,0
"4474",0,52,100501.067,36.42952397,16750,0,0,0
"4475",1,39,18361.98223,33.55268981,26550,8673,3,4
"4476",0,47,153801.7989,41.66864866,21580,0,0,0
"4477",1,57,44108.44547,13.74951853,18530,2056,2,0
"4478",0,38,141365.2007,42.98375345,31140,10976,2,0
"4481",0,54,106880.4046,27.14243515,32880,0,0,0
"4482",0,44,88326.73112,21.75722645,22060,0,0,0
"4483",0,41,6351.799764,52.91557778,12930,5513,2,0
"4486",0,52,65529.29448,10.44457432,20310,0,0,0
"4487",0,46,26390.94917,15.41420187,6100,0,0,1
"4489",0,33,23513.56284,27.1151208,7560,0,0,0
"4490",0,49,109182.7725,67.16020443,19590,0,0,2
"4491",0,49,54868.87779,31.01197567,11890,0,0,0
"4492",0,30,89215.97748,65.71812786,10420,0,0,0
"4493",0,48,46838.52329,50.64756967,18670,0,0,0
"4494",0,38,67346.99568,79.25546316,30180,0,0,3
"4495",1,60,0,45.50978614,8960,0,0,2
"4496",1,61,76875.24925,38.71417803,17740,6587,3,8
"4497",1,45,108150.9804,49.85399939,12320,4746,2,0
"4498",1,51,30531.43615,48.06027468,15470,4874,3,5
"4499",0,33,52705.15979,11.44745551,22640,6153,1,5
"4500",0,47,59698.56071,29.44800365,22690,0,0,1
"4501",1,47,48057.93585,56.03004148,19030,0,0,0
"4502",0,38,138952.9863,23.65246464,19200,0,0,1
"4503",0,52,33255.44561,33.17816475,11180,0,0,3
"4505",0,52,58454.32546,26.22779281,28900,0,0,0
"4507",0,32,47949.62917,46.56808735,9490,0,0,0
"4508",0,53,117644.4256,41.33979704,23920,0,0,2
"4509",0,51,118301.3344,35.81325061,20650,6272,2,0
"4511",1,35,55636.5791,38.03212919,22780,0,0,0
"4512",0,57,157190.764,19.46366957,22920,0,0,1
"4513",0,48,203751.4377,29.71987684,26680,0,0,0
"4514",1,51,67452.1457,57.6595726,21600,4075,3,4
"4515",0,59,NA,20.8621071,14110,7245,2,1
"4516",0,44,1768.555335,47.61664719,6080,11006,2,1
"4517",0,47,80197.64216,31.25660754,14220,0,0,0
"4518",0,35,77338.78593,29.65014756,9230,5347,2,3
"4520",0,33,40989.96949,33.28805466,20280,26914,2,0
"4521",0,41,38129.4196,17.59071178,28190,6789,1,5
"4522",1,52,NA,44.60497539,20750,0,0,1
"4523",0,38,54064.27766,6.771666938,12220,0,0,2
"4524",0,42,15839.8742,65.49626879,17830,0,0,1
"4526",0,34,45084.5908,61.05010001,28300,8990,5,1
"4527",0,42,20881.71488,16.54146497,17140,3785,2,0
"4528",1,58,125791.3941,45.33978548,14680,8386,2,1
"4529",0,50,71511.20095,5,24770,0,0,0
"4530",0,30,71995.64599,21.10084607,11700,0,0,0
"4531",0,32,NA,40.94359438,8370,0,0,0
"4534",0,41,60771.91679,44.5227396,22510,0,0,2
"4536",0,54,217583.6571,28.75476548,31180,0,0,2
"4537",1,37,42758.46526,24.32883105,9480,1432,3,0
"4540",0,45,47342.8977,15.98299248,1500,0,0,2
"4541",0,49,70480.57029,18.15788376,39560,0,0,0
"4542",0,50,121746.487,29.80273058,23490,3181,1,0
"4543",0,45,39314.78167,27.44691183,28870,4792,1,3
"4544",0,41,NA,8.077613203,12510,5439,2,3
"4545",0,60,0,23.70005668,7500,0,0,0
"4546",0,46,104016.5238,13.15129845,21610,28005,3,6
"4548",0,52,126864.5595,16.48645433,14440,30341,3,1
"4551",0,52,85288.15462,31.0943194,17480,0,0,0
"4552",0,44,55989.27744,46.36833786,7100,0,0,0
"4556",0,45,85428.24981,16.23604484,7890,0,0,0
"4557",0,49,20116.21603,53.70584525,20900,0,0,0
"4558",0,50,144932.0807,41.86475958,20990,0,0,0
"4559",0,32,69557.32419,46.51363743,11660,0,0,0
"4560",0,42,67644.38779,25.28810912,8260,6730,3,6
"4561",0,31,18902.50245,47.55963455,18060,0,0,4
"4564",0,38,6610.694875,38.61012545,11810,0,0,0
"4565",0,32,62506.77387,47.77525798,32090,42535,3,5
"4566",0,51,30758.35756,54.8459548,15340,4868,2,6
"4567",0,50,22365.10807,16.79931788,6500,0,0,0
"4568",1,33,93257.7941,66.21720163,20120,5480,4,1
"4569",0,54,33472.26803,29.27827041,14150,46753,1,4
"4574",0,41,153270.1758,12.3820024,30480,31683,1,5
"4576",0,45,43998.05785,16.11319228,20430,0,0,1
"4577",0,53,90526.43341,5,30810,0,0,0
"4578",0,36,111961.4699,32.74236138,16300,9055,2,0
"4579",0,40,64520.08798,11.99238916,10480,3295,2,1
"4580",0,39,34236.61241,56.50441321,7730,0,0,0
"4581",0,52,63936.23739,33.6158729,27240,0,0,2
"4582",0,30,36719.69538,46.35934574,13410,0,0,0
"4583",0,36,0,17.11112968,5100,0,0,0
"4584",0,46,108439.4609,22.83046747,28250,5293,3,0
"4585",1,44,27221.77371,25.39578153,8620,0,0,1
"4587",0,45,170576.4983,42.41741652,30030,7097,1,4
"4589",0,56,37695.02637,27.0257935,19530,0,0,0
"4591",0,53,183295.8455,20.57952362,7330,5274,1,0
"4592",0,50,31888.80563,23.91461034,11050,0,0,4
"4593",1,56,33193.3576,39.94099789,11480,4196,2,1
"4594",0,37,65715.10863,32.22998743,11770,0,0,0
"4595",1,53,0,8.281618293,1700,4543,2,4
"4596",0,38,91424.4777,27.22055315,14440,0,0,1
"4597",0,44,55240.97562,40.11471586,14200,0,0,0
"4598",0,51,37173.76981,25.93349059,19260,0,0,5
"4599",0,49,120693.6868,37.87323894,13800,0,0,0
"4600",0,41,66405.20166,32.57860764,25420,0,0,0
"4601",0,55,91609.72575,50.98167346,7000,7409,3,3
"4602",1,49,39489.88622,61.29226719,5450,0,0,0
"4603",0,56,0,33.35142532,7100,0,0,0
"4604",0,48,166906.569,24.15326332,22990,0,0,2
"4605",1,39,NA,15.40588821,22120,654,3,3
"4606",0,50,87331.83058,49.05192735,24060,0,0,1
"4607",0,36,89508.70059,29.20416534,30180,5288,3,6
"4609",0,38,137074.8088,33.5408986,17010,0,0,0
"4610",1,38,7443.278974,21.43735661,6040,0,0,1
"4611",1,47,82992.36904,46.92174403,9800,38649,3,7
"4612",1,50,68516.6143,52.00740025,26290,0,0,0
"4613",0,50,157531.4456,55.67897328,35550,4156,4,6
"4615",1,35,17972.38359,34.52467106,14050,6890,3,4
"4616",0,57,106922.4786,57.21555446,23640,4169,2,1
"4617",1,50,50899.07864,55.46133431,11590,0,0,3
"4618",1,43,61205.5171,31.91131344,24450,4752,1,2
"4619",0,39,NA,49.64164639,16550,9627,2,4
"4620",0,42,42589.11191,76.14858378,10900,0,0,1
"4621",0,43,91165.10544,5,14920,4099,1,1
"4624",1,38,47365.76198,65.82918425,6240,0,0,1
"4625",0,53,NA,48.54954565,9590,40763,3,2
"4626",1,53,NA,45.58845481,7100,0,0,1
"4629",1,45,102764.5124,43.24619421,18150,5796,2,0
"4630",0,32,37319.83597,40.08034397,7600,0,0,0
"4631",0,39,14054.27687,35.19215308,13690,0,0,4
"4632",1,45,61709.5086,33.57958572,9040,0,0,0
"4633",0,34,37805.95493,46.1387058,4800,0,0,0
"4635",1,28,21970.45936,60.42148663,7950,2004,3,3
"4636",0,55,31874.80619,18.49434555,17910,41844,3,1
"4637",0,50,150619.4592,46.07214956,21680,0,0,0
"4638",0,36,6527.95028,15.34131813,5750,11290,1,7
"4639",1,54,64422.65982,20.49021458,17350,0,0,0
"4640",1,47,0,31.61600759,8140,41175,2,3
"4641",0,39,129131.5259,29.85363194,18310,0,0,0
"4642",1,47,119454.3787,22.55356411,27530,0,0,0
"4645",0,45,62808.18731,45.44404769,17110,1266,3,1
"4647",0,40,98471.45247,40.03090215,6460,3495,1,3
"4648",0,50,0,32.96413285,9490,0,0,0
"4649",0,45,27266.08057,23.11295693,10020,5788,2,1
"4650",1,27,25563.64757,25.56750409,9070,0,0,2
"4651",0,40,54416.60509,56.51810902,22180,0,0,2
"4652",1,56,54285.64124,52.45151877,10040,6216,1,4
"4653",0,42,125243.1982,52.09994252,30390,0,0,2
"4654",0,64,120538.6365,45.99695897,24780,0,0,0
"4655",0,50,40552.41172,5,9350,38792,3,3
"4658",1,46,28995.89397,60.07886087,9200,0,0,1
"4659",0,58,181619.8331,44.88149627,23730,0,0,0
"4660",1,36,34658.07492,24.69007059,8290,30192,1,7
"4661",0,38,NA,35.99094976,21030,0,0,0
"4663",0,43,74517.77616,38.5614528,23170,1464,2,5
"4664",0,33,17685.50768,19.48314905,6570,10388,1,3
"4665",0,44,39076.93621,41.23574229,12880,0,0,0
"4666",0,38,10630.8194,60.98236749,8290,0,0,3
"4667",0,45,28724.95889,50.77316214,6000,0,0,0
"4670",0,48,29702.40148,45.87740584,22700,0,0,1
"4673",1,18,0,51.53817782,9970,14140,3,7
"4674",1,38,44808.7521,25.50839871,9780,0,0,0
"4675",0,43,97542.45589,32.71021272,21040,0,0,2
"4676",0,53,74825.62976,50.73916729,25900,0,0,0
"4677",1,23,14307.01419,48.72510125,2930,0,0,4
"4679",0,52,33560.39568,26.21750197,10060,24301,1,0
"4680",0,39,0,56.0034796,5400,0,0,0
"4682",1,32,42017.68043,11.57976443,18600,0,0,4
"4683",0,45,0,21.72475318,8620,0,0,0
"4684",1,35,47643.46737,34.44137813,5000,7165,2,0
"4685",0,38,21852.38401,32.04989398,17450,613,2,1
"4686",1,41,96812.9849,14.45552083,24300,10764,2,3
"4688",0,45,0,38.47929286,23460,0,0,2
"4690",1,41,290845.7801,41.02617575,43280,4422,2,0
"4691",0,44,118256.9388,8.56432409,5900,0,0,0
"4693",1,31,31476.46023,45.32571804,7750,0,0,0
"4695",0,34,14768.95772,35.81738321,17570,0,0,3
"4696",0,46,152991.8314,20.68481223,21400,0,0,0
"4697",1,34,54488.27798,33.80435089,13360,4470,4,0
"4699",1,36,43680.18973,17.35038559,10220,6121,2,0
"4700",1,40,74402.00407,43.31207223,8940,2712,2,2
"4702",0,35,38370.19397,43.01799972,24490,0,0,3
"4703",0,50,4765.703009,32.77092513,6980,10506,1,0
"4704",1,22,11047.21315,46.6403062,18770,6996,1,0
"4705",0,61,127648.8878,41.07097792,14260,5827,1,3
"4706",0,57,20635.20621,32.90953819,21110,0,0,0
"4707",0,34,14941.95887,12.38136777,12030,9925,2,9
"4709",0,44,89626.69602,14.33842585,14860,0,0,0
"4710",0,39,117244.4779,41.71929203,17780,0,0,2
"4711",0,40,NA,57.85347649,13710,0,0,0
"4714",0,36,69222.85251,19.09821051,15340,0,0,2
"4717",1,48,24712.56845,10.78906418,23550,0,0,1
"4718",1,37,73941.33532,6.355066006,5200,7372,3,4
"4719",0,47,NA,56.39986359,26430,50375,1,0
"4720",0,38,34733.72563,38.20893206,8770,0,0,4
"4722",0,48,37853.74168,55.88641016,17040,1245,3,6
"4723",0,41,23097.28178,17.3435132,10910,6138,2,6
"4724",1,39,0,40.96960597,10070,3855,2,6
"4726",0,44,67373.37744,35.33777766,8780,0,0,0
"4728",0,35,88298.31845,66.49973308,24240,0,0,3
"4729",0,47,2915.600237,62.14880275,23720,0,0,2
"4730",0,40,42507.4309,35.27590464,5500,0,0,0
"4735",0,31,33482.74569,26.27596353,11690,0,0,5
"4736",0,51,37611.14322,22.85515831,1500,0,0,0
"4737",0,53,98678.47214,25.26838262,11650,0,0,0
"4738",0,52,55891.20321,28.54554766,17400,0,0,0
"4739",0,46,82996.25717,25.97998618,14400,0,0,0
"4740",0,49,91921.69796,30.28789035,15590,0,0,1
"4741",0,61,106107.9958,35.93121165,25320,0,0,0
"4743",0,45,67218.13691,23.93900116,28290,2581,1,3
"4744",1,25,18158.65292,54.62528807,15360,5117,2,7
"4747",1,55,56227.16133,40.3409601,7000,6552,1,7
"4749",1,41,119353.9296,34.01021239,5600,38312,2,4
"4750",0,47,28128.62283,31.517059,11030,0,0,0
"4752",1,40,20753.11559,64.86647416,8570,3068,3,4
"4753",1,48,0,11.63848144,15610,5316,2,3
"4754",0,53,73849.29394,24.40646412,13350,10816,1,1
"4756",0,47,45022.62145,26.82422131,11440,0,0,1
"4757",0,44,8928.024607,26.97914187,6790,0,0,0
"4760",0,45,NA,23.2368924,19450,0,0,0
"4762",0,49,97622.5192,43.87878042,16160,0,0,0
"4765",0,37,24735.62042,33.61984158,29620,0,0,1
"4766",0,52,49009.64285,13.18270711,14670,0,0,0
"4769",0,51,139745.4787,12.45721994,21220,0,0,0
"4770",1,43,79387.92237,32.62600308,13740,0,0,2
"4771",1,54,122772.5374,44.1464967,7590,5517,4,3
"4772",0,34,NA,54.05957237,5720,4005,1,0
"4773",0,51,68245.01253,20.34441456,1530,0,0,2
"4774",0,30,18720.61675,9.020253415,20650,0,0,0
"4777",0,59,43117.68067,21.66015451,25060,0,0,4
"4778",1,41,65885.2639,50.54739079,12190,0,0,4
"4779",1,57,38253.47263,36.90390746,9690,4588,1,6
"4781",0,52,22657.88881,16.50563926,30450,5369,1,7
"4782",0,50,40854.34806,22.82897231,12490,5928,4,7
"4783",0,48,98568.85716,50.85128467,16550,0,0,2
"4785",0,52,51445.66143,19.09050947,13330,0,0,2
"4786",1,47,66523.74745,56.3439077,12850,0,0,0
"4788",0,50,46268.86958,9.567540796,19450,5109,2,5
"4789",0,61,62063.12163,27.80981138,14440,4641,1,2
"4791",1,49,0,68.65327121,6400,5032,3,7
"4792",0,55,70628.26258,51.36288774,18290,5493,3,5
"4793",0,51,57906.16963,50.59289575,25780,10019,2,5
"4794",1,51,38668.29509,49.42927916,1500,31344,3,2
"4795",0,39,58544.22914,29.46753901,26050,0,0,4
"4797",0,37,54415.53683,55.20644715,15800,0,0,1
"4799",1,39,12854.02288,25.04435071,12800,2452,1,3
"4801",0,41,36806.55397,37.23127443,11030,0,0,0
"4803",0,33,95584.48523,26.77644623,24610,0,0,0
"4805",0,55,30027.78132,9.591969056,9430,0,0,0
"4806",1,56,NA,32.0260466,1500,0,0,1
"4808",1,45,0,40.06013741,6000,3373,3,1
"4809",1,33,82406.91205,50.73127202,4600,1794,2,0
"4810",0,48,NA,30.67679891,14040,1065,2,1
"4812",0,46,44357.51857,9.456279488,10540,0,0,2
"4814",0,48,64133.33983,34.49107742,7910,0,0,0
"4815",1,45,101470.1915,24.59906657,11840,0,0,3
"4816",1,32,0,36.2353165,9150,0,0,4
"4817",1,26,110880.467,29.34019491,3900,0,0,3
"4818",0,49,104462.3373,31.91373819,25630,0,0,0
"4819",0,56,142333.2565,24.98077565,21330,0,0,0
"4820",0,46,NA,34.0757326,12360,0,0,0
"4821",1,37,78340.51142,47.16089366,10890,3857,4,2
"4822",0,47,94053.71527,46.07214931,6200,0,0,1
"4825",0,42,58459.54597,35.51121453,20230,0,0,1
"4826",0,44,67729.54499,44.36475438,16800,0,0,1
"4827",1,41,85544.60509,35.84073967,6000,26003,2,4
"4828",0,39,19785.45669,5,26210,0,0,0
"4829",0,38,729.8253818,79.65539483,13830,0,0,0
"4831",0,53,21266.59896,35.37902887,8930,0,0,0
"4832",1,37,0,40.20612371,5200,6064,1,0
"4833",1,56,231003.5629,22.23006555,30200,7092,2,0
"4834",0,37,45146.91766,76.13098012,11470,23588,1,1
"4835",0,51,0,29.70523926,19480,0,0,0
"4836",1,55,37522.78438,28.11968198,10750,0,0,0
"4838",0,55,48509.28795,31.08021067,6400,9009,2,1
"4839",1,48,0,46.80307456,7380,4969,1,5
"4840",0,51,85345.23561,36.62426101,34270,8481,3,5
"4841",0,50,28299.43841,39.59945387,1500,0,0,0
"4842",0,53,58318.70152,13.21734029,12630,4582,2,5
"4844",0,43,87597.02028,41.03224464,12530,0,0,0
"4845",0,57,40864.17299,38.56888119,12820,0,0,1
"4848",1,35,66451.61736,38.93524057,23100,0,0,2
"4849",0,49,54638.82654,49.71505028,28140,0,0,0
"4850",0,47,62538.08396,20.73578342,20530,26544,2,1
"4851",1,60,35120.13491,36.6426871,17700,0,0,1
"4852",1,46,37191.52672,24.20808566,6100,0,0,4
"4853",0,40,61758.44411,45.45289643,15220,28003,2,0
"4854",0,42,0,63.84809436,1500,0,0,2
"4855",0,41,104435.6298,5,26970,0,0,4
"4856",1,53,0,27.7427641,18070,20773,3,0
"4857",0,45,33464.34028,17.85822183,6000,2883,1,7
"4858",0,44,30242.18242,40.25803753,8920,45823,2,5
"4859",0,39,33996.6988,7.781336265,22520,0,0,0
"4861",1,58,0,50.95877983,13140,5696,4,9
"4864",0,64,56744.17699,35.07280545,8810,0,0,1
"4866",0,40,31311.29676,12.24397053,8630,0,0,1
"4868",1,52,41366.97172,7.021836653,10840,0,0,2
"4869",0,58,195414.8155,28.36241886,26840,0,0,2
"4870",0,44,107277.5422,35.45148328,28590,0,0,1
"4871",0,48,112683.5273,38.31285647,18060,0,0,1
"4872",1,47,19526.70135,50.02044204,8150,23275,1,2
"4874",0,43,60859.70358,40.21326338,18240,0,0,0
"4875",1,38,19121.68337,39.61043478,5300,0,0,0
"4877",1,27,0,15.82179229,14900,33611,1,4
"4878",1,49,0,16.31277409,8820,29572,3,2
"4879",0,38,69617.96145,35.86694224,7510,0,0,0
"4880",0,49,28122.60421,82.65239729,7410,0,0,0
"4881",0,52,33933.17305,25.21601736,11630,3764,2,1
"4883",0,33,85030.39664,24.17362318,23220,0,0,2
"4884",0,55,35594.45506,43.02758773,19760,20437,3,1
"4885",0,54,52721.89223,55.39287222,12170,0,0,0
"4886",0,56,184068.186,31.05116872,27560,5224,3,2
"4888",0,53,51434.8755,33.3287499,29260,4099,1,3
"4889",1,33,26176.92087,33.35457707,6780,3469,3,5
"4890",1,42,44954.94854,29.8017503,18790,0,0,2
"4891",0,49,70135.31762,17.16270847,8510,0,0,4
"4892",0,31,17397.69012,26.26981981,8550,0,0,0
"4893",0,55,72085.47369,5,20040,0,0,0
"4894",1,47,85183.36368,39.89651453,34380,6308,2,2
"4895",1,61,36610.91742,28.25113085,8380,1139,3,1
"4896",0,48,113909.8431,33.79589745,11010,0,0,1
"4897",1,30,69357.28709,33.14746141,11440,0,0,0
"4898",1,61,179535.6909,45.44365743,7600,0,0,0
"4899",0,38,NA,49.2339601,22280,0,0,0
"4900",0,47,97610.57527,11.95101205,15960,808,1,0
"4902",1,43,32505.02365,29.44818438,3750,6714,1,11
"4904",0,50,90014.56171,49.15732242,15500,9082,1,0
"4905",0,40,NA,70.24936133,5500,8149,3,5
"4906",0,53,58107.64704,14.38201506,6800,0,0,0
"4907",0,51,81284.02,26.2456776,26860,0,0,0
"4908",0,53,44404.62289,24.38237948,11240,29959,3,5
"4910",1,61,62705.53781,45.45918738,13870,8081,1,4
"4911",0,36,0,34.92191992,1500,0,0,0
"4914",1,28,0,32.65740283,3830,4311,1,0
"4917",0,52,137357.0928,11.17045817,17750,0,0,0
"4918",1,51,NA,28.90910388,44590,8331,2,5
"4919",0,38,83053.11091,28.70681162,20120,5068,2,3
"4920",0,35,55423.66102,63.82897172,16260,0,0,0
"4921",0,44,47542.96078,19.15038358,20380,7039,1,3
"4923",0,54,49267.94517,19.96457051,20570,0,0,5
"4924",0,37,58561.39125,15.17015363,5590,2942,3,3
"4925",1,61,59689.67129,44.1675148,13570,0,0,0
"4926",0,54,103598.1567,15.75513203,34170,0,0,2
"4927",0,51,63265.41294,37.46857428,17890,0,0,0
"4928",1,39,54959.95927,5,10450,0,0,2
"4929",0,49,NA,26.41519527,10150,0,0,0
"4932",0,53,114845.1243,54.39885719,24930,0,0,0
"4933",1,51,0,33.60683364,26580,5921,5,0
"4936",1,54,52409.19696,39.85346983,12140,1986,4,2
"4938",0,48,81389.49917,47.65237036,14440,0,0,0
"4939",0,48,118753.0769,46.92706389,13380,0,0,0
"4940",0,52,94021.60328,12.94302342,23260,0,0,4
"4941",1,64,12290.73701,33.3084817,15280,6247,2,2
"4942",0,46,189105.9719,5,6100,32969,1,1
"4943",0,32,57510.58358,39.31374045,1500,0,0,3
"4944",1,36,907.3734169,43.24727854,8160,5386,1,4
"4945",0,66,182270.4491,8.614540412,35810,0,0,1
"4948",0,53,37172.42762,5,20960,0,0,0
"4950",0,59,98537.33583,5,17780,0,0,0
"4951",0,33,22961.79497,26.78957969,25380,0,0,0
"4953",0,29,86158.63928,28.77299607,16250,0,0,2
"4954",0,45,48344.36801,58.78603374,24350,0,0,0
"4955",0,55,65629.43392,5,22750,0,0,0
"4956",0,31,137663.4254,45.70340853,14300,0,0,1
"4957",0,46,0,5,13420,0,0,2
"4958",1,44,0,25.2302847,15070,0,0,2
"4959",0,47,29630.40285,26.6220615,20780,0,0,2
"4962",0,31,0,66.3209006,7860,1105,2,2
"4963",1,36,61320.40341,33.53895874,11580,23198,3,5
"4964",0,49,57714.0337,5,21450,0,0,5
"4965",0,47,25620.05586,64.19246578,8760,0,0,0
"4966",1,38,40248.26086,27.1858014,11520,0,0,1
"4967",1,33,0,5,8700,0,0,0
"4968",1,25,3355.181496,27.14213873,10060,0,0,0
"4969",1,45,35441.47827,38.90349161,6000,9611,2,6
"4971",0,48,49601.82467,9.57784585,17030,0,0,0
"4972",0,55,20046.47856,26.3515793,39580,0,0,0
