INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
4692,1,5336,0,38,2,0,0,No,0,Yes,z_F,<High School,Student,47.6125471421514,Private,10090,4,Sports Car,no,6753,1,No,6,6,Highly Urban/ Urban
4693,1,2251,0,65,0,15,13880.0007014328,No,179255.490633233,Yes,z_F,Masters,Home Maker,61.5814862554585,Private,9390,9,Sports Car,no,10138,2,No,1,15,Highly Urban/ Urban
4694,0,0,0,48,0,11,79915.8899068722,No,242391.103781773,Yes,M,Masters, ,60.163241930341,Commercial,17990,10,Van,no,0,0,No,0,15,z_Highly Rural/ Rural
4696,1,3819,1,42,2,0,0,Yes,0,z_No,z_F,<High School,Student,28.6330032178071,Private,10930,11,Sports Car,no,0,0,No,3,8,Highly Urban/ Urban
4697,0,0,0,47,0,11,8575.49843286261,No,0,Yes,M,Bachelors,Student,42.1894322598761,Private,10930,6,Minivan,no,0,0,No,2, ,Highly Urban/ Urban
4699,0,0,0,32,3,16,53770.1808834851,No,183951.486399439,Yes,M,Bachelors,Clerical,48.9442276693209,Private,12900,1,Minivan,yes,0,0,No,2,10,Highly Urban/ Urban
4701,0,0,0,47,0,14,14095.9768890481,No,163865.959660881,Yes,z_F,Bachelors,Clerical,5,Private,2910,7,Sports Car,no,5101,2,No,0,20,Highly Urban/ Urban
4702,0,0,0,68,1,13, ,No,168794.700940652,Yes,z_F,z_High School,Clerical,42.514967575681,Private,8350,1,Sports Car,no,0,0,No,1,12,z_Highly Rural/ Rural
4703,0,0,0,35,0,10,45650.6062103646,No,147787.388554886,Yes,z_F,z_High School,z_Blue Collar,36.8307987909422,Commercial,13760,7,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
4704,0,0,0,47,0,10,105959.716219218,No,286300.937755614,Yes,M,Masters,Manager,23.9749954509346,Commercial,28750,1,Panel Truck,yes,5807,2,No,0,11,Highly Urban/ Urban
4705,0,0,0,43,0,11,74635.4555936248,No,0,z_No,z_F,Bachelors,z_Blue Collar,44.8974218253683,Commercial,18720,1,Sports Car,no,0,0,No,1,8,z_Highly Rural/ Rural
4706,1,3705,0,50,0,10,58944.8920825573,No,0,z_No,z_F,Bachelors,Professional,18.1031850834808,Private,20260,1,Sports Car,no,5603,1,No,0,10,Highly Urban/ Urban
4707,0,0,0,40,0,11,90832.2945278506,No,0,z_No,z_F,Masters,Lawyer,19.8558428125067,Private,14580,1,Pickup,no,3842,1,No,2,1,Highly Urban/ Urban
4708,0,0,0,40,0, ,76912.6162857492,No,197921.636374938,Yes,M,Masters,Lawyer,23.5651945901546,Private,13820,10,Minivan,no,0,0,No,6,1,Highly Urban/ Urban
4709,0,0,0,42,0,10,14356.3519850121,No,112217.668308379,Yes,z_F,z_High School,Home Maker,25.4593243995617,Private,13100,13,z_SUV,no,29964,3,No,0, ,Highly Urban/ Urban
4710,0,0,0,39,1,6,68004.3661232741,Yes,0,z_No,z_F,Bachelors,Manager,29.3436158407801,Commercial,28800,10,Pickup,no,0,0,No,0,9,Highly Urban/ Urban
4712,0,0,1,42,2,13,45060.1010563163,No,184246.314562732,Yes,M,Bachelors,Manager,31.5786288682316,Private,9490,6,Minivan,yes,0,0,No,0,12,Highly Urban/ Urban
4713,0,0,0,25,0,12,75966.3508876675,No,187523.281461186,z_No,M,Bachelors,Professional,24.7792916211434,Private,18160,3,Minivan,yes,31063,1,Yes,5,9,Highly Urban/ Urban
4714,1,4408,0,52,0,11,54982.8366789339,No,223544.656413742,Yes,M,Masters, ,24.4828991737365,Commercial,12200,2,Pickup,yes,9093,3,No,7,12,Highly Urban/ Urban
4715,0,0,0,37,0,9,26815.9359005791,No,0,z_No,M,PhD,Lawyer,11.082901618085,Private,15090,1,Minivan,yes,30605,4,Yes,4,9,Highly Urban/ Urban
4716,0,0,0,46,0,12,128083.177033939,No,342165.595652765,Yes,z_F,Bachelors,z_Blue Collar,41.0563073653073,Commercial,6100,6,z_SUV,no,8151,2,No,4,10,Highly Urban/ Urban
4717,0,0,0,50,0,12,21476.5683513934,No,97768.0270762869,Yes,z_F,<High School,z_Blue Collar,40.8470084966433,Private,25640,6,Minivan,no,33825,3,Yes,0,1,Highly Urban/ Urban
4718,0,0,0,48,0,14,1613.41551639785,No,93039.7149217941,Yes,M,Bachelors,Home Maker,34.7823766570379,Commercial,32260,4,Panel Truck,yes,0,0,No,0,10,Highly Urban/ Urban
4719,0,0,0,33,3,0,0,No,68811.2326275652,Yes,z_F,<High School,Home Maker,23.4809382694293,Private,8670,7,z_SUV,no,0,0,No,2, ,Highly Urban/ Urban
4720,1,3334,0,44,0,9,61957.9649082265,No,168221.887423699,Yes,M,z_High School,z_Blue Collar,55.7403763732661,Commercial,27120,1,Panel Truck,yes,642,2,No,0,10,Highly Urban/ Urban
4721,0,0,2,45,2,14, ,No, ,Yes,M,Bachelors,Manager,27.7291508001254,Commercial,21910,13,Van,no,0,0,No,0,7,Highly Urban/ Urban
4723,0,0,0,31,0,12,46948.2803822231,No,0,z_No,z_F,Masters, ,5,Private,29080,1,Minivan,no,0,0,No,0, ,Highly Urban/ Urban
4724,0,0,0,57,0,16,39907.3158353199,No,214055.043095897,Yes,z_F,<High School,z_Blue Collar,20.7086604456806,Private,11190,1,z_SUV,no,0,0,No,2,8,Highly Urban/ Urban
4725,0,0,0,47,0,13,75622.3961236739,No,228395.713785819,Yes,z_F,z_High School,Manager,22.5061332051757,Private,13760,13,z_SUV,no,34545,1,No,4,7,Highly Urban/ Urban
4726,1,3886,0,31,1,10,8246.7411134075,Yes,0,z_No,z_F,z_High School,Student,46.2843548905851,Commercial,5200,1,Sports Car,no,3068,2,No,5,1,Highly Urban/ Urban
4728,0,0,0,43,0,10,35510.5655852126,No,148772.307581837,Yes,M,z_High School,z_Blue Collar,22.8769563288407,Commercial,9350,4,Pickup,yes,9981,2,No,3,1,Highly Urban/ Urban
4729,0,0,0,40,0,7,52898.0865437863,No,0,z_No,M,Bachelors,Manager,29.6344884910239,Private,10790,11,Pickup,yes,5399,1,No,7,8,Highly Urban/ Urban
4730,0,0,1,36,2,0,0,Yes,0,z_No,z_F,<High School,Student,29.3608839942313,Commercial,10910,17,Minivan,no,8255,3,No,0,4,z_Highly Rural/ Rural
4731,1,2936,0,55,0,12,111708.134609335,No,292772.550635633,Yes,M,Masters, ,5,Commercial,18080,4,Van,yes,0,0,No,0,1,Highly Urban/ Urban
4732,0,0,0,51,0,11,118786.163084425,No,351050.638957995,z_No,M,Masters, ,29.3114159641478,Commercial,30480,1,Panel Truck,no,0,0,No,0,18,Highly Urban/ Urban
4733,0,0,1,39,2,14,58153.7808888123,No,205759.844803875,Yes,M,Masters, ,20.7814629250143,Commercial,25650,11,Panel Truck,yes,0,0,No,0,5,Highly Urban/ Urban
4734,0,0,0,55,1,16,97765.2486423383,No,265726.701788133,Yes,z_F,Masters,Manager,54.9601411648314,Private,26030,1,Minivan,no,23719,3,Yes,3,12,Highly Urban/ Urban
4735,1,5544,0,48,0,13,311.832682548046,No,90070.7096242666,Yes,z_F,<High School,Home Maker,30.2537590288618,Commercial,14770,6,Pickup,no,0,0,No,0,1,Highly Urban/ Urban
4736,0,0,0,44,0,14,67070.5396170039,No,268428.677663463,Yes,z_F,Bachelors,Home Maker,44.3099658970986,Private,16690,1,Sports Car,no,0,0,No,0, ,z_Highly Rural/ Rural
4737,1,32363.2417520232,0,68,0,10,76820.5442711234,No,0,z_No,M,Masters,Lawyer,47.3587531661747,Private,15980,4,z_SUV,no,0,0,No,0,15,z_Highly Rural/ Rural
4738,1,2841.57047593946,0,47,0,13,109532.659215785,No,300480.44343869,Yes,M,PhD, ,36.521116947782,Private,14730,4,Minivan,no,0,0,No,3, ,Highly Urban/ Urban
4739,1,5704,1,48,1,11,75740.8946203824,Yes,225299.774499088,z_No,z_F,Masters,Lawyer,44.0880237453436,Private,15190,13,z_SUV,no,0,0,No,3,19,Highly Urban/ Urban
4740,0,0,0,51,0,7,232256.486606142,No,583973.271319596,Yes,M,PhD, ,43.4886564086973,Commercial,32670,7,Panel Truck,yes,14738,1,No,0,21,Highly Urban/ Urban
4741,0,0,0,49,0,0,0,No,0,Yes,M,z_High School,Student,30.4443498049853,Commercial,19120,1,Van,yes,3605,1,No,6,1,Highly Urban/ Urban
4742,0,0,0,35,0,10,366.789524143478,No,0,Yes,M,<High School,Student,25.3588748657294,Private,7360,6,Pickup,no,0,0,No,0,1,Highly Urban/ Urban
4743,1,5759.66824911947,0,58,0,0,0,No,103525.033225734,Yes,z_F,Masters,Home Maker,48.4714484434047,Private,20710,1,Sports Car,no,8956,2,No,0,1,Highly Urban/ Urban
4744,0,0,0,38,0,5,29878.5717688525,No, ,z_No,z_F,z_High School,Clerical,28.9754339145608,Private,19630,10,z_SUV,no,3587,2,No,5,7,Highly Urban/ Urban
4745,1,2096,0,45,0,9,22740.575682872,No,151956.525502707,z_No,M,<High School,z_Blue Collar,34.3542259178574,Private,17940,13,Minivan,yes,0,0,Yes,0,1,Highly Urban/ Urban
4746,0,0,0,50,0,9, ,No,236239.389139998,Yes,z_F,z_High School,z_Blue Collar,18.9722395837427,Commercial,20940,4,Pickup,no,8390,3,No,0,1,Highly Urban/ Urban
4747,0,0,4,70,4,18,48621.7192779732,No,169994.839754502,Yes,z_F,Bachelors,Professional,23.0617774231947,Private,25640,1,z_SUV,no,24392,1,Yes,9,6,Highly Urban/ Urban
4748,0,0,0,54,0,7,48696.7604947762,No,219687.136910985,z_No,M,Bachelors,Professional,9.61574019173521,Private,6900,4,Minivan,yes,0,0,No,0,1,z_Highly Rural/ Rural
4749,0,0,0,44,2,10,89606.8815000479,Yes,260398.039765653,z_No,z_F,Bachelors,z_Blue Collar,69.7537650062163,Commercial,26080,4,Pickup,no,0,0,No,0,4,z_Highly Rural/ Rural
4750,0,0,0,40,1,13,20675.845011182,No,161480.923482402,Yes,M,<High School,Clerical,5,Private,7570,7,Pickup,yes,0,0,No,3,4,Highly Urban/ Urban
4751,0,0,0,38,0,10,93898.2071282394,No,0,z_No,z_F,Bachelors,Professional,52.8891368435061,Private,17350,3,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
4752,1,2550,0,48,0,15,67875.9802103576,No,242137.7304521,Yes,z_F,z_High School,z_Blue Collar,31.4080618814582,Commercial,6410,1,z_SUV,no,8268,3,No,3,1,Highly Urban/ Urban
4753,1,5470,2,45,3,14,4910.24220347199,No,0,Yes,z_F,<High School,Student,12.067590682996,Private,17450,1,z_SUV,no,0,0,Yes,0,1,Highly Urban/ Urban
4754,0,0,1,45,2,15,64916.2419270592,No,232063.971663148,Yes,z_F,Bachelors,z_Blue Collar,57.3451964121698,Commercial,21270,1,Pickup,no,958,1,No,2,12,Highly Urban/ Urban
4755,0,0,0,43,0,8,51565.6767201431,No,175136.827413042,Yes,M,z_High School,z_Blue Collar,31.002116977332,Commercial,16010,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
4757,0,0,0,48,0,14,54691.082604344,No,179827.40499722,Yes,M,Masters, ,20.76881667967,Commercial,6970,5,Pickup,yes,6124,1,No,3,13,Highly Urban/ Urban
4758,0,0,2,41,3,14,56820.4571525909,No,176630.969695282,Yes,M,z_High School,z_Blue Collar,56.0019792987124,Commercial,11280,10,Pickup,yes,0,0,No,0,6,Highly Urban/ Urban
4759,0,0,0,63,0,15,26921.0749957958,No,140455.271921883,Yes,z_F,Bachelors,Manager,19.3707184853843,Private,13660,1,Sports Car,no,8255,2,No,0,11,Highly Urban/ Urban
4760,0,0,0,45,0,14,238873.632219875,No, ,Yes,z_F,PhD,Manager,7.4191607330376,Private,8560,10,Sports Car,no,0,0,No,3,16,Highly Urban/ Urban
4761,0,0,0,34,1,15, ,No,0,Yes,z_F,<High School,Student,24.2393510881853,Private,13630,12,z_SUV,no,17880,2,No,4,1,Highly Urban/ Urban
4764,0,0,0,55,0,15,81426.7984565134,No,0,z_No,z_F,Masters,Lawyer,6.55286928480314,Private,25160,3,Minivan,no,30500,2,Yes,3,17,Highly Urban/ Urban
4765,0,0,0,57,0,14,89631.7317151166,No,276816.12313525,Yes,z_F,z_High School,z_Blue Collar,16.5499025711331,Commercial,28350,4,Minivan,no,0,0,No,0,6,z_Highly Rural/ Rural
4767,1,6932,2,37,2,13,27964.3831863168,Yes,125832.236598199,z_No,z_F,<High School,Clerical,18.9886658584528,Private,9980,1,Minivan,no,6321,3,No,2,8,Highly Urban/ Urban
4768,0,0,0,41,0,11,54113.0273650223,No, ,Yes,M,Bachelors,z_Blue Collar,13.5769241246751,Commercial,18330,1,Van,no,7147,3,No,5,10,Highly Urban/ Urban
4769,1,2910,0,41,2,16,66119.1523659648,No,239084.822487263,Yes,M,z_High School,z_Blue Collar,45.7716521276443,Commercial,19300,1,Minivan,yes,5909,3,No,0, ,Highly Urban/ Urban
4771,0,0,0,57,0,13,119974.71282392,No,339052.375882219,Yes,z_F,PhD,Doctor,39.7167509241661,Private,7200,4,z_SUV,no,0,0,Yes,2,13,Highly Urban/ Urban
4772,0,0,0,52,0,14,86469.0498528794,No,227551.61278312,Yes,z_F,Bachelors,Professional,16.3841517304675,Private,26410,9,Minivan,no,0,0,Yes,0,17,Highly Urban/ Urban
4773,0,0,0,40,0,12,9983.53767992258,No,0,Yes,z_F,<High School,Student,40.6842829255758,Private,14610,4,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
4774,0,0,0,39,0,0,0,No,0,Yes,M,z_High School,Student,33.6497561951056,Commercial,18770,1,Pickup,no,0,0,No,3,7,Highly Urban/ Urban
4775,1,26672.6450312383,0,42,0,10,47113.8736829772,No,0,z_No,M,Bachelors,Clerical,21.7405605092242,Commercial,10410,4,Pickup,yes,0,0,No,7,7,Highly Urban/ Urban
4776,1,3379,0,38,1,11,51551.085696848,No,177941.908027835,Yes,z_F,Bachelors,z_Blue Collar,18.9399868069373,Private,5200,12,Sports Car,no,2605,1,No,0, ,Highly Urban/ Urban
4777,0,0,0,58,0,16, ,No,327538.371577228,Yes,z_F,PhD,Doctor,54.5238911783438,Private,19750,1,z_SUV,no,0,0,No,0,14,Highly Urban/ Urban
4778,0,0,0,31,1,7,653.988390259457,No,99465.427389162,Yes,z_F,z_High School,Home Maker,24.7654630353019,Private,4670,15,z_SUV,no,0,0,No,1, ,Highly Urban/ Urban
4779,0,0,0,49,0,1,34920.0184708593,No,160162.233470953,Yes,M,Masters,Lawyer,23.2200579421284,Private,15750,1,Minivan,no,0,0,No,0,9,Highly Urban/ Urban
4780,1,2292,0,37,0,0,0,No,0,Yes,M,<High School,Student,26.2159951729689,Commercial,5200,1,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
4781,0,0,3,45,4,17,19421.1011651376,No,0,Yes,M,z_High School,Student,30.0372796672929,Commercial,6000,3,Pickup,no,0,0,No,0,13,z_Highly Rural/ Rural
4782,1,1288,0,31,1,9,54008.8745121857,Yes,0,z_No,z_F,<High School,z_Blue Collar,27.1947652233243,Commercial,12780,9,Pickup,no,0,0,No,3, ,z_Highly Rural/ Rural
4783,0,0,0,36,2,0,0,Yes, ,z_No,M,Bachelors,Student,64.975810621787,Commercial,16450,1,Van,yes,24681,2,No,6,10,z_Highly Rural/ Rural
4785,1,3640,0,42,0,10,75012.9526046434,No,237750.123088059,z_No,z_F,Masters,Lawyer,25.2611428784605,Private,15110,1,z_SUV,no,3928,1,No,0,9,Highly Urban/ Urban
4786,0,0,0,44,1,13,35474.7183765061,No,168463.220972976,Yes,M,z_High School,Clerical,25.6665405660483,Commercial,31770,6,Panel Truck,yes,0,0,No,4,1,Highly Urban/ Urban
4787,0,0,0,33,0,3,91431.080626107,No, ,z_No,M,<High School,z_Blue Collar,60.2818370437767,Commercial,26480,1,Panel Truck,yes,0,0,No,0,1,z_Highly Rural/ Rural
4788,0,0,0,41,0,11,96879.7712027778,No,270725.522755364,Yes,z_F,Bachelors,Professional,34.1812190750713,Private,21300,10,Pickup,no,0,0,No,1,5,Highly Urban/ Urban
4789,0,0,1,44,2,10,53244.5172950041,Yes,0,z_No,M,z_High School,z_Blue Collar,39.702706257965,Commercial,11400,1,Pickup,yes,0,0,No,2,8,z_Highly Rural/ Rural
4790,1,3801,0,32,1,11,34659.7698024664,Yes, ,z_No,z_F,<High School,Clerical,18.4069846424376,Private,17590,9,z_SUV,no,13154,1,No,4,7,Highly Urban/ Urban
4792,0,0,0,63,0, , ,No, ,Yes,z_F,z_High School,Home Maker,28.4414945434354,Private,9210,13,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
4793,0,0,0,54,0,13,88984.5181112376,No,224144.662720206,Yes,z_F,Masters,Professional,15.1599049317605,Private,15800,3,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
4794,0,0,0,47,0,0,0,No,0,Yes,M,<High School,Student,17.8971591589474,Private,6410,1,Pickup,yes,0,0,No,0,6,Highly Urban/ Urban
4796,0,0,0,27,3,15,29007.7795570527,No,147458.558492336,Yes,M,<High School,Clerical,77.4271218138182,Private,16500,1,Van,no,0,0,No,0,1,z_Highly Rural/ Rural
4797,0,0,0,51,0,16,17398.4020434055,No,165640.543376823,Yes,M,Bachelors,Professional,6.72438437076424,Private,17010,13,Van,no,0,0,No,4,14,Highly Urban/ Urban
4798,0,0,0,30,4,9,66707.9311461967,No,209538.464491904,Yes,z_F,Bachelors,Clerical,24.4993830899356,Private,11900,1,z_SUV,no,0,0,No,3,1,z_Highly Rural/ Rural
4800,0,0,1,40,2,0,0,Yes,0,z_No,z_F,Bachelors,Student,34.7953463755818,Commercial,5500,4,z_SUV,no,5784,1,No,4,7,z_Highly Rural/ Rural
4801,0,0,0,38,3,9,67052.9441508744,Yes,0,z_No,z_F,z_High School,z_Blue Collar,9.36143265016503,Commercial,13700,1,Sports Car,no,40315,3,Yes,3,5,z_Highly Rural/ Rural
4803,0,0,0,55,0,12,43292.9451452152,No,0,Yes,M,z_High School,Student,58.8334839549439,Commercial,27490,6,Panel Truck,yes,0,0,No,0,6,z_Highly Rural/ Rural
4804,0,0,0,40,0,14,42420.2932658502,No,192941.950315764,Yes,z_F,<High School,Clerical,19.9936166689971,Commercial,25200,6,Pickup,no,0,0,No,0,6,Highly Urban/ Urban
4806,1,4037,0,55,0,11,83303.7201839633,No,238891.156215173,Yes,M,Bachelors,Manager,39.8636961029011,Private,15330,1,Minivan,yes,7238,3,No,3,7,Highly Urban/ Urban
4807,1,3236,0,30,0,9,21312.7986598209,No,140639.819795986,Yes,M,z_High School,z_Blue Collar,52.5771122819124,Private,13120,6,Minivan,yes,0,0,No,1,6,z_Highly Rural/ Rural
4808,0,0,0,38,3,13,33219.1379666724,No,149414.552533176,Yes,M,Masters,Lawyer,45.3797730044873,Private,15150,6,Minivan,yes,0,0,No,0,17,Highly Urban/ Urban
4809,0,0,0,53,0,14,97958.1737417012,No,242605.809940529,Yes,z_F,PhD,Doctor,34.6931704265798,Private,30730,10,Minivan,no,0,0,No,1,11,Highly Urban/ Urban
4810,0,0,0,38,0,12,82078.3203312471,No,227010.931574825,Yes,z_F,Bachelors,z_Blue Collar,10.0006750873256,Commercial,10130,1,Minivan,no,33036,3,No,7, ,z_Highly Rural/ Rural
4811,1,2998,1,36,2,0,0,Yes,0,z_No,z_F,z_High School,Home Maker,39.3494897923973,Private,8270,6,z_SUV,no,4765,2,No,6,8,Highly Urban/ Urban
4812,1,5126,3,43,3,0,0,No,0,Yes,M,z_High School,Student,27.8311997407687,Private,5700,1,Pickup,no,0,0,No,3,1,Highly Urban/ Urban
4813,0,0,0,32,2, ,71791.0453767774,No,207231.544884644,Yes,z_F,Bachelors,Professional,46.4163025586084,Private,15100,7,z_SUV,no,4430,2,No,5,12,Highly Urban/ Urban
4815,0,0,0,41,2,14,51549.8501887487,Yes,162773.589221909,z_No,M,Bachelors,Professional,30.6691795274903,Private,11930,6,Pickup,yes,44702,2,No,3,5,Highly Urban/ Urban
4818,0,0,0,53,0,16,148192.910368508,No,436694.03372164,Yes,z_F,Bachelors,Professional,31.437161334227,Private,26200,1,Pickup,no,0,0,No,0,16,Highly Urban/ Urban
4819,1,1902,1,45,2,9,13995.7841178497,No, ,Yes,z_F,Bachelors,Home Maker,41.1383538215499,Private,9630,3,z_SUV,no,49148,2,Yes,0,8,Highly Urban/ Urban
4820,0,0,0,52,0,7,94023.879429165,No,287264.857932275,z_No,z_F,Bachelors,Professional,34.9009831985012,Commercial,35130,1,Van,no,0,0,No,0,9,Highly Urban/ Urban
4821,0,0,0,49,0,14,97447.2811821008,No,251641.751984504,Yes,M,Masters,Manager,21.2503093902858,Private,18630,1,Minivan,no,0,0,No,1,15,Highly Urban/ Urban
4823,0,0,0,50,0,8, ,No,0,z_No,z_F,Bachelors,Home Maker,40.2450771673877,Private,13810,6,Minivan,no,0,0,No,2,7,z_Highly Rural/ Rural
4824,1,6031,0,49,0,6,61068.3143983865,No,0,z_No,M,z_High School,Professional,21.360366169484,Private,14080,1,Minivan,yes,0,0,Yes,0,1,Highly Urban/ Urban
4825,0,0,0,42,1,13,15881.3540200384,No,136460.73353593,Yes,z_F,z_High School,Student,18.3736141083882,Private,12850,6,z_SUV,no,3742,3,No,4, ,Highly Urban/ Urban
4826,1,1704,0,53,0,9,47792.6518953584,No,199132.785444403,z_No,z_F,z_High School,Manager,28.5602722384324,Private,24120,11,Sports Car,no,0,0,No,0,8,Highly Urban/ Urban
4828,0,0,0,45,0, ,19599.36547426,No,134906.433280572,z_No,z_F,Bachelors,Home Maker,43.0502198484725,Private,24580,10,z_SUV,no,0,0,No,1,1,z_Highly Rural/ Rural
4829,1,1731,0,29,3,13, ,No,269107.22238047,Yes,M,Bachelors,z_Blue Collar,47.8391700447231,Private,11190,6,Pickup,yes,0,0,Yes,3,9,Highly Urban/ Urban
4830,1,1798,0,57,0,13,53329.2681560736,No,219712.00779558,Yes,z_F,z_High School,z_Blue Collar,55.1677653151322,Commercial,7200,6,z_SUV,no,0,0,No,1,1,Highly Urban/ Urban
4831,0,0,0,49,0,12,70687.5032166121,No,0,z_No,M,Masters,Lawyer,28.0247158034134,Private,12440,6,Minivan,yes,0,0,No,3,19,Highly Urban/ Urban
4832,0,0,0,40,0,10,73599.5193130525,No, ,Yes,z_F,Masters,Professional,25.2784145671235,Private,5500,13,z_SUV,no,4238,3,No,8,20,Highly Urban/ Urban
4834,0,0,0,55,0,14,76991.2389506609,No,210996.269473956,Yes,M,Masters,Lawyer,19.0663019611817,Private,7000,10,Minivan,yes,0,0,No,2,17,Highly Urban/ Urban
4835,0,0,0,47,0,10,78941.7012850288,No,238237.150333473,Yes,z_F,Bachelors,z_Blue Collar,52.567766191291,Private,5900,1,Sports Car,no,20847,2,Yes,0,6,Highly Urban/ Urban
4837,0,0,1,43,1,9,32554.6748440141,No,143833.667853903,Yes,M,z_High School,Clerical,5,Private,21040,9,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
4838,1,2829,0,38,2,0,0,No,66811.518151675,Yes,z_F,z_High School,Home Maker,17.2844034740496,Private,13490,6,z_SUV,no,0,0,No,1,8,Highly Urban/ Urban
4839,1,3121,0,47,0,14,14095.9768890481,No,163865.959660881,Yes,z_F,Bachelors,Clerical,5,Private,3790,8,z_SUV,no,7285,1,No,0,20,Highly Urban/ Urban
4840,0,0,0,42,0,10,61418.6121877067,No,196524.824870866,Yes,M,<High School,z_Blue Collar,6.07938617450751,Commercial,27380,1,Panel Truck,no,0,0,No,0,4,Highly Urban/ Urban
4841,0,0,0,47,0,14,71660.2219586686,No,222417.436131691,Yes,z_F,Masters,Manager,21.8972050456577,Private,6200,6,z_SUV,no,1391,3,No,0,18,Highly Urban/ Urban
4843,0,0,0,44,0,10,175283.750811123,No,0,z_No,M,Masters,Lawyer,51.9300369240272,Private,17160,9,Minivan,yes,0,0,No,1,1,Highly Urban/ Urban
4846,0,0,0,51,0,11,31497.8522422453,No,145207.373635712,Yes,z_F,z_High School,Clerical,40.9429129893015,Private,20550,3,Sports Car,no,0,0,No,3,5,z_Highly Rural/ Rural
4847,1,7045,0,58,0,6,57517.4006060771,No,0,z_No,M,Bachelors,Manager,21.6108856752296,Commercial,28740,1,Panel Truck,yes,0,0,No,4,12,Highly Urban/ Urban
4848,1,8116,0,58,0,6,57454.4193122052,No,0,z_No,M,<High School,z_Blue Collar,26.7156605894475,Commercial,7300,1,Pickup,yes,34123,2,Yes,0,7,Highly Urban/ Urban
4851,1,5075,0,51,0,0,0,No,89511.9034286235,Yes,z_F,z_High School,Home Maker,59.4644716568546,Private,1500,1,Sports Car,no,6745,3,No,0,7,Highly Urban/ Urban
4852,0,0,0,47,0,3,55764.1006889392,No,160057.037175904,Yes,z_F,Masters,Home Maker,29.7963979371444,Private,11780,4,z_SUV,no,0,0,No,0,19,z_Highly Rural/ Rural
4853,0,0,0,47,0,11,72156.4732903923,No,272735.826978773,Yes,z_F,<High School,z_Blue Collar,40.1442520666431,Commercial,10800,1,z_SUV,no,4136,2,No,0,1,z_Highly Rural/ Rural
4854,1,4822,0,56,0,12,44307.5974110849,No,0,z_No,M,<High School,z_Blue Collar,17.9091413813423,Commercial,5930,11,Pickup,yes,977,3,No,2,5,Highly Urban/ Urban
4855,0,0,0,41,0,8,67014.2745433581,No,0,z_No,M,Bachelors,Professional,39.4256969157188,Private,12300,1,Minivan,yes,5101,2,No,3,5,Highly Urban/ Urban
4856,1,4855.41332842863,0,39,0,9,55771.4667420396,No,234502.098807729,Yes,z_F,Masters, ,6.8915034061148,Commercial,18540,6,Pickup,no,0,0,Yes,2,10,Highly Urban/ Urban
4857,1,3011,0,43,1,0,0,No,0,Yes,z_F,z_High School,Student,30.6680939919608,Private,1500,4,Sports Car,no,9516,3,No,2,8,z_Highly Rural/ Rural
4858,0,0,3,38,3,11,85099.6158979445,No,256407.452610603,Yes,z_F,Masters,z_Blue Collar,33.7306516283694,Private,13810,1,Minivan,no,0,0,Yes,1,18,Highly Urban/ Urban
4859,0,0,0,39,1, ,111240.072022831,No,366164.46115011,Yes,z_F,Bachelors,z_Blue Collar,55.5175010194586,Private,12620,6,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
4861,0,0,0,41,0,12,201242.219261128,No, ,z_No,z_F,PhD,Doctor,16.9229015765497,Private,21730,1,z_SUV,no,0,0,No,2,14,Highly Urban/ Urban
4862,0,0,0,45,2,16,49088.7445304139,Yes,0,z_No,M,<High School,Clerical,40.8926621721414,Private,6000,13,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
4864,0,0,0,44,2,9,26455.3304099017,Yes,185130.446243438,z_No,M,<High School,Clerical,38.5908956496702,Private,8040,10,Minivan,no,0,0,No,0,7,Highly Urban/ Urban
4865,0,0,0,30,3,11,22009.5529800236,No,136187.22097697,Yes,z_F,<High School,Clerical,18.2906017650712,Private,10890,10,z_SUV,no,0,0,No,4,1,z_Highly Rural/ Rural
4866,0,0,0,49,0,11,13148.4917930384,No,159194.590071403,z_No,M,<High School,z_Blue Collar,71.1481485773612,Private,15700,13,Minivan,yes,29869,3,No,0,8,Highly Urban/ Urban
4867,0,0,1,43,1,0,0,Yes, ,z_No,z_F,z_High School,Home Maker,11.8248222834073,Private,7400,1,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
4868,0,0,0,39,2,13,17014.5286797775,No,113791.868478044,Yes,M,<High School,Clerical,57.290641031692,Commercial,11330,6,Pickup,no,0,0,No,0,5,z_Highly Rural/ Rural
